name,start_time,end_time,activity_time,finished,replication
reset_203_Nurse0,0,0,0,TRUE,1
reset_204_GP0,0,0,0,TRUE,1
reset_204_Nurse0,0,0,0,TRUE,1
reset_210_GP0,0,0,0,TRUE,1
reset_210_Nurse0,0,0,0,TRUE,1
reset_211_GP0,0,0,0,TRUE,1
reset_211_Nurse0,0,0,0,TRUE,1
reset_215_GP0,0,0,0,TRUE,1
reset_215_Nurse0,0,0,0,TRUE,1
reset_231_GP0,0,0,0,TRUE,1
reset_231_Nurse0,0,0,0,TRUE,1
reset_275_GP0,0,0,0,TRUE,1
reset_275_Nurse0,0,0,0,TRUE,1
reset_1_GP0,0,0,0,TRUE,1
reset_1_Nurse0,0,0,0,TRUE,1
reset_1_Pediatrician0,0,0,0,TRUE,1
reset_11_GP0,0,0,0,TRUE,1
reset_11_Nurse0,0,0,0,TRUE,1
reset_11_Pediatrician0,0,0,0,TRUE,1
reset_19_GP0,0,0,0,TRUE,1
reset_19_Nurse0,0,0,0,TRUE,1
reset_19_Pediatrician0,0,0,0,TRUE,1
reset_78_GP0,0,0,0,TRUE,1
reset_78_Nurse0,0,0,0,TRUE,1
reset_217_GP0,0,0,0,TRUE,1
reset_217_Nurse0,0,0,0,TRUE,1
reset_222_GP0,0,0,0,TRUE,1
reset_222_Nurse0,0,0,0,TRUE,1
reset_265_GP0,0,0,0,TRUE,1
reset_265_Nurse0,0,0,0,TRUE,1
reset_265_Pediatrician0,0,0,0,TRUE,1
reset_3_GP0,0,0,0,TRUE,1
reset_3_Nurse0,0,0,0,TRUE,1
reset_3_Pediatrician0,0,0,0,TRUE,1
reset_6_GP0,0,0,0,TRUE,1
reset_6_Nurse0,0,0,0,TRUE,1
reset_6_Pediatrician0,0,0,0,TRUE,1
reset_13_GP0,0,0,0,TRUE,1
reset_13_Nurse0,0,0,0,TRUE,1
reset_13_Pediatrician0,0,0,0,TRUE,1
reset_18_GP0,0,0,0,TRUE,1
reset_18_Nurse0,0,0,0,TRUE,1
reset_18_Pediatrician0,0,0,0,TRUE,1
reset_25_GP0,0,0,0,TRUE,1
reset_25_Nurse0,0,0,0,TRUE,1
