year,area,age_group,day_consultations,modality,priority,center_id,professional_type,total_hours,total_area_hours,weight,day_consultations_center
2021,Murcia Este,20-24,28,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2021,Murcia Este,20-24,28,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,25-29,30,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,25-29,30,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,25-29,30,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2021,Murcia Este,25-29,30,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2021,Murcia Este,25-29,30,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2021,Murcia Este,25-29,30,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,25-29,30,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,3
2021,Murcia Este,25-29,30,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2021,Murcia Este,25-29,30,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,25-29,30,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,25-29,30,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,25-29,30,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,25-29,30,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,25-29,30,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,25-29,30,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,25-29,30,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,25-29,30,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,25-29,30,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,25-29,30,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,2
2021,Murcia Este,25-29,30,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,30-34,30,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,30-34,30,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,30-34,30,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2021,Murcia Este,30-34,30,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2021,Murcia Este,30-34,30,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2021,Murcia Este,30-34,30,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,30-34,30,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,3
2021,Murcia Este,30-34,30,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2021,Murcia Este,30-34,30,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,30-34,30,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,30-34,30,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,30-34,30,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,30-34,30,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,30-34,30,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,30-34,30,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,30-34,30,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,30-34,30,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,30-34,30,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,30-34,30,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,2
2021,Murcia Este,30-34,30,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,35-39,30,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,35-39,30,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,35-39,30,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2021,Murcia Este,35-39,30,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2021,Murcia Este,35-39,30,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2021,Murcia Este,35-39,30,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,35-39,30,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,3
2021,Murcia Este,35-39,30,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2021,Murcia Este,35-39,30,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,35-39,30,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,35-39,30,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,35-39,30,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,35-39,30,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,35-39,30,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,35-39,30,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,35-39,30,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,35-39,30,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,35-39,30,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,35-39,30,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,2
2021,Murcia Este,35-39,30,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,40-44,37,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,40-44,37,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,3
2021,Murcia Este,40-44,37,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2021,Murcia Este,40-44,37,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2021,Murcia Este,40-44,37,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2021,Murcia Este,40-44,37,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,3
2021,Murcia Este,40-44,37,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,3
2021,Murcia Este,40-44,37,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2021,Murcia Este,40-44,37,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,3
2021,Murcia Este,40-44,37,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,40-44,37,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,40-44,37,In-person,0,81,GP,50,3414.1666666666665,0.01464486209421528,1
2021,Murcia Este,40-44,37,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,40-44,37,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,40-44,37,In-person,0,187,GP,50,3414.1666666666665,0.01464486209421528,1
2021,Murcia Este,40-44,37,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,40-44,37,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,40-44,37,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,40-44,37,In-person,0,229,GP,56.66666666666667,3414.1666666666665,0.016597510373443987,1
2021,Murcia Este,40-44,37,In-person,0,230,GP,54,3414.1666666666665,0.0158164510617525,1
2021,Murcia Este,40-44,37,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,40-44,37,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,40-44,37,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,2
2021,Murcia Este,40-44,37,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,3
2021,Murcia Este,45-49,37,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,45-49,37,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,3
2021,Murcia Este,45-49,37,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2021,Murcia Este,45-49,37,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2021,Murcia Este,45-49,37,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2021,Murcia Este,45-49,37,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,3
2021,Murcia Este,45-49,37,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,3
2021,Murcia Este,45-49,37,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2021,Murcia Este,45-49,37,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,3
2021,Murcia Este,45-49,37,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,45-49,37,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,45-49,37,In-person,0,81,GP,50,3414.1666666666665,0.01464486209421528,1
2021,Murcia Este,45-49,37,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,45-49,37,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,45-49,37,In-person,0,187,GP,50,3414.1666666666665,0.01464486209421528,1
2021,Murcia Este,45-49,37,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,45-49,37,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,45-49,37,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,45-49,37,In-person,0,229,GP,56.66666666666667,3414.1666666666665,0.016597510373443987,1
2021,Murcia Este,45-49,37,In-person,0,230,GP,54,3414.1666666666665,0.0158164510617525,1
2021,Murcia Este,45-49,37,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,45-49,37,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,45-49,37,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,2
2021,Murcia Este,45-49,37,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,3
2021,Murcia Este,5-9,10,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,5-9,10,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2021,Murcia Este,5-9,10,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2021,Murcia Este,5-9,10,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,5-9,10,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2021,Murcia Este,5-9,10,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2021,Murcia Este,5-9,10,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,5-9,10,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2021,Murcia Este,5-9,10,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,50-54,32,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,50-54,32,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,50-54,32,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2021,Murcia Este,50-54,32,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2021,Murcia Este,50-54,32,In-person,0,28,GP,65,3414.1666666666665,0.019038320722479865,1
2021,Murcia Este,50-54,32,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,50-54,32,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,3
2021,Murcia Este,50-54,32,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2021,Murcia Este,50-54,32,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,50-54,32,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,50-54,32,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,50-54,32,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,50-54,32,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,50-54,32,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,50-54,32,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,50-54,32,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,50-54,32,In-person,0,229,GP,56.66666666666667,3414.1666666666665,0.016597510373443987,1
2021,Murcia Este,50-54,32,In-person,0,230,GP,54,3414.1666666666665,0.0158164510617525,1
2021,Murcia Este,50-54,32,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,50-54,32,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,50-54,32,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,2
2021,Murcia Este,50-54,32,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,55-59,26,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,55-59,26,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,55-59,26,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,2
2021,Murcia Este,55-59,26,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,2
2021,Murcia Este,55-59,26,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,55-59,26,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2021,Murcia Este,55-59,26,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,2
2021,Murcia Este,55-59,26,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,55-59,26,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,55-59,26,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,55-59,26,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,55-59,26,In-person,0,94,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,55-59,26,In-person,0,196,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,55-59,26,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,55-59,26,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,55-59,26,In-person,0,257,GP,75,3414.1666666666665,0.02196729314132292,1
2021,Murcia Este,55-59,26,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,55-59,26,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2021,Murcia Este,55-59,26,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,60-64,22,In-person,0,5,GP,106,3414.1666666666665,0.031047107639736393,1
2021,Murcia Este,60-64,22,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,60-64,22,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2021,Murcia Este,60-64,22,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2021,Murcia Este,60-64,22,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,60-64,22,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,2
2021,Murcia Este,60-64,22,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2021,Murcia Este,60-64,22,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,2
2021,Murcia Este,60-64,22,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,60-64,22,In-person,0,68,GP,102,3414.1666666666665,0.02987551867219917,1
2021,Murcia Este,60-64,22,In-person,0,86,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,60-64,22,In-person,0,208,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,60-64,22,In-person,0,213,GP,100,3414.1666666666665,0.02928972418843056,1
2021,Murcia Este,60-64,22,In-person,0,258,GP,81,3414.1666666666665,0.023724676592628755,1
2021,Murcia Este,60-64,22,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2021,Murcia Este,60-64,22,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,2
2021,Murcia Este,65-69,15,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,65-69,15,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2021,Murcia Este,65-69,15,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2021,Murcia Este,65-69,15,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,65-69,15,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2021,Murcia Este,65-69,15,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2021,Murcia Este,65-69,15,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,65-69,15,In-person,0,66,GP,125,3414.1666666666665,0.0366121552355382,1
2021,Murcia Este,65-69,15,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2021,Murcia Este,65-69,15,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,70-74,11,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,70-74,11,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2021,Murcia Este,70-74,11,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2021,Murcia Este,70-74,11,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,70-74,11,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2021,Murcia Este,70-74,11,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2021,Murcia Este,70-74,11,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,70-74,11,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2021,Murcia Este,70-74,11,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,75-79,10,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,75-79,10,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2021,Murcia Este,75-79,10,In-person,0,10,GP,200,3414.1666666666665,0.05857944837686112,1
2021,Murcia Este,75-79,10,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,75-79,10,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2021,Murcia Este,75-79,10,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2021,Murcia Este,75-79,10,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,75-79,10,In-person,0,273,GP,180,3414.1666666666665,0.052721503539175006,1
2021,Murcia Este,75-79,10,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,80-84,8,In-person,0,8,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,80-84,8,In-person,0,9,GP,225,3414.1666666666665,0.06590187942396876,1
2021,Murcia Este,80-84,8,In-person,0,32,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,80-84,8,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2021,Murcia Este,80-84,8,In-person,0,38,GP,230,3414.1666666666665,0.06736636563339028,1
2021,Murcia Este,80-84,8,In-person,0,40,GP,240,3414.1666666666665,0.07029533805223334,1
2021,Murcia Este,80-84,8,In-person,0,274,GP,250,3414.1666666666665,0.0732243104710764,1
2021,Murcia Este,85-89,6,In-person,0,35,GP,300,3414.1666666666665,0.08786917256529168,1
2021,Murcia Oeste,0-4,38,In-person,0,2,GP,295,4477.276509528705,0.06588826921280608,3
2021,Murcia Oeste,0-4,38,In-person,0,4,GP,350,4477.276509528705,0.07817252279485466,3
2021,Murcia Oeste,0-4,38,In-person,0,15,GP,85,4477.276509528705,0.018984755535893273,1
2021,Murcia Oeste,0-4,38,In-person,0,20,GP,379.4542700040175,4477.276509528705,0.08475113591855427,3
2021,Murcia Oeste,0-4,38,In-person,0,21,GP,231,4477.276509528705,0.05159386504460407,2
2021,Murcia Oeste,0-4,38,In-person,0,23,GP,221,4477.276509528705,0.04936036439332252,2
2021,Murcia Oeste,0-4,38,In-person,0,24,GP,94.55555555555556,4477.276509528705,0.021118989491562323,1
2021,Murcia Oeste,0-4,38,In-person,0,30,GP,385,4477.276509528705,0.08598977507434012,3
2021,Murcia Oeste,0-4,38,In-person,0,33,GP,426.88605375451965,4477.276509528705,0.09534502790837354,4
2021,Murcia Oeste,0-4,38,In-person,0,36,GP,200,4477.276509528705,0.044670013025631235,2
2021,Murcia Oeste,0-4,38,In-person,0,45,GP,125,4477.276509528705,0.02791875814101952,1
2021,Murcia Oeste,0-4,38,In-person,0,76,GP,61.66666666666667,4477.276509528705,0.0137732540162363,1
2021,Murcia Oeste,0-4,38,In-person,0,79,GP,71.1476756257533,4477.276509528705,0.01589083798472893,1
2021,Murcia Oeste,0-4,38,In-person,0,184,GP,82.5,4477.276509528705,0.018426380373072884,1
2021,Murcia Oeste,0-4,38,In-person,0,185,GP,94.125,4477.276509528705,0.0210228248801877,1
2021,Murcia Oeste,0-4,38,In-person,0,186,GP,65,4477.276509528705,0.014517754233330151,1
2021,Murcia Oeste,0-4,38,In-person,0,199,GP,91.4,4477.276509528705,0.020414195952713477,1
2021,Murcia Oeste,0-4,38,In-person,0,221,GP,94.86356750100438,4477.276509528705,0.021187783979638566,1
2021,Murcia Oeste,0-4,38,In-person,0,226,GP,240,4477.276509528705,0.05360401563075748,2
2021,Murcia Oeste,0-4,38,In-person,0,227,GP,100,4477.276509528705,0.022335006512815617,1
2021,Murcia Oeste,10-14,25,In-person,0,2,GP,295,4477.276509528705,0.06588826921280608,2
2021,Murcia Oeste,10-14,25,In-person,0,4,GP,350,4477.276509528705,0.07817252279485466,2
2021,Murcia Oeste,10-14,25,In-person,0,20,GP,379.4542700040175,4477.276509528705,0.08475113591855427,2
2021,Murcia Oeste,10-14,25,In-person,0,21,GP,231,4477.276509528705,0.05159386504460407,1
2021,Murcia Oeste,10-14,25,In-person,0,23,GP,221,4477.276509528705,0.04936036439332252,1
2021,Murcia Oeste,10-14,25,In-person,0,24,GP,94.55555555555556,4477.276509528705,0.021118989491562323,1
2021,Murcia Oeste,10-14,25,In-person,0,30,GP,385,4477.276509528705,0.08598977507434012,2
2021,Murcia Oeste,10-14,25,In-person,0,33,GP,426.88605375451965,4477.276509528705,0.09534502790837354,2
2021,Murcia Oeste,10-14,25,In-person,0,36,GP,200,4477.276509528705,0.044670013025631235,1
2021,Murcia Oeste,10-14,25,In-person,0,45,GP,125,4477.276509528705,0.02791875814101952,1
2021,Murcia Oeste,10-14,25,In-person,0,185,GP,94.125,4477.276509528705,0.0210228248801877,1
2021,Murcia Oeste,10-14,25,In-person,0,199,GP,91.4,4477.276509528705,0.020414195952713477,1
2021,Murcia Oeste,10-14,25,In-person,0,221,GP,94.86356750100438,4477.276509528705,0.021187783979638566,1
2021,Murcia Oeste,10-14,25,In-person,0,226,GP,240,4477.276509528705,0.05360401563075748,1
2021,Murcia Oeste,10-14,25,In-person,0,227,GP,100,4477.276509528705,0.022335006512815617,1
2021,Murcia Oeste,15-19,38,In-person,0,2,GP,295,4477.276509528705,0.06588826921280608,3
2021,Murcia Oeste,15-19,38,In-person,0,4,GP,350,4477.276509528705,0.07817252279485466,3
2021,Murcia Oeste,15-19,38,In-person,0,15,GP,85,4477.276509528705,0.018984755535893273,1
2021,Murcia Oeste,15-19,38,In-person,0,20,GP,379.4542700040175,4477.276509528705,0.08475113591855427,3
2021,Murcia Oeste,15-19,38,In-person,0,21,GP,231,4477.276509528705,0.05159386504460407,2
2021,Murcia Oeste,15-19,38,In-person,0,23,GP,221,4477.276509528705,0.04936036439332252,2
2021,Murcia Oeste,15-19,38,In-person,0,24,GP,94.55555555555556,4477.276509528705,0.021118989491562323,1
2021,Murcia Oeste,15-19,38,In-person,0,30,GP,385,4477.276509528705,0.08598977507434012,3
2021,Murcia Oeste,15-19,38,In-person,0,33,GP,426.88605375451965,4477.276509528705,0.09534502790837354,4
2021,Murcia Oeste,15-19,38,In-person,0,36,GP,200,4477.276509528705,0.044670013025631235,2
2021,Murcia Oeste,15-19,38,In-person,0,45,GP,125,4477.276509528705,0.02791875814101952,1
2021,Murcia Oeste,15-19,38,In-person,0,76,GP,61.66666666666667,4477.276509528705,0.0137732540162363,1
2021,Murcia Oeste,15-19,38,In-person,0,79,GP,71.1476756257533,4477.276509528705,0.01589083798472893,1
2021,Murcia Oeste,15-19,38,In-person,0,184,GP,82.5,4477.276509528705,0.018426380373072884,1
2021,Murcia Oeste,15-19,38,In-person,0,185,GP,94.125,4477.276509528705,0.0210228248801877,1
2021,Murcia Oeste,15-19,38,In-person,0,186,GP,65,4477.276509528705,0.014517754233330151,1
2021,Murcia Oeste,15-19,38,In-person,0,199,GP,91.4,4477.276509528705,0.020414195952713477,1
2021,Murcia Oeste,15-19,38,In-person,0,221,GP,94.86356750100438,4477.276509528705,0.021187783979638566,1
2021,Murcia Oeste,15-19,38,In-person,0,226,GP,240,4477.276509528705,0.05360401563075748,2
2021,Murcia Oeste,15-19,38,In-person,0,227,GP,100,4477.276509528705,0.022335006512815617,1
2021,Murcia Oeste,20-24,49,In-person,0,2,GP,295,4477.276509528705,0.06588826921280608,3
2021,Murcia Oeste,20-24,49,In-person,0,4,GP,350,4477.276509528705,0.07817252279485466,4
2021,Murcia Oeste,20-24,49,In-person,0,15,GP,85,4477.276509528705,0.018984755535893273,1
2021,Murcia Oeste,20-24,49,In-person,0,20,GP,379.4542700040175,4477.276509528705,0.08475113591855427,4
2021,Murcia Oeste,20-24,49,In-person,0,21,GP,231,4477.276509528705,0.05159386504460407,3
2021,Murcia Oeste,20-24,49,In-person,0,23,GP,221,4477.276509528705,0.04936036439332252,2
2021,Murcia Oeste,20-24,49,In-person,0,24,GP,94.55555555555556,4477.276509528705,0.021118989491562323,1
2021,Murcia Oeste,20-24,49,In-person,0,30,GP,385,4477.276509528705,0.08598977507434012,4
2021,Murcia Oeste,20-24,49,In-person,0,33,GP,426.88605375451965,4477.276509528705,0.09534502790837354,5
2021,Murcia Oeste,20-24,49,In-person,0,34,GP,57.5,4477.276509528705,0.01284262874486898,1
2021,Murcia Oeste,20-24,49,In-person,0,36,GP,200,4477.276509528705,0.044670013025631235,2
2021,Murcia Oeste,20-24,49,In-person,0,45,GP,125,4477.276509528705,0.02791875814101952,1
2021,Murcia Oeste,20-24,49,In-person,0,57,GP,47.43178375050219,4477.276509528705,0.010593891989819283,1
